,seller_id,instances,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng
1375,9c068d10aca38e85c50202e17b4a7e88,17,79400,coxim,MS,-18.48673270423734,-54.68156194431808
1376,5bc24d989e71e93c33e50a7782431b0e,17,37165,campo do meio,MG,-21.103433678660608,-45.81265416660306
1378,610f72e407cdd7caaa2f8167b0163fd8,17,1201,sao paulo,SP,-23.53404340161002,-46.644898930463455
1380,bb5bd94c8f59cc050072d2930c869cac,17,5008,sao paulo,SP,-23.52860404884875,-46.66828877240469
1382,218f991754f360af9c2daa5e0b8e990c,17,1123,sao paulo,SP,-23.526123118789315,-46.6345321980207
1433,3fac58ce0ad699020c7944d53c41329c,16,3480,sao paulo,SP,-23.575258571469785,-46.5020049292227
533,bc503e244f187939d10c92a5c8e378ce,16,16200,birigui,SP,-21.28120871484646,-50.3146022360728
1434,a2deecd5398f5df4987110c80a1972a3,16,5043,sao paulo,SP,-23.52303709320948,-46.68903
1435,8daab2245ebdc277c51098d01c5ad8ef,16,8411,sao paulo,SP,-23.545028776299823,-46.407657080212346
1438,9a84ba99f5367fdbd4598363496f1ea2,16,72801,luziania,GO,-16.256510999999996,-47.95176023932844
1439,a23266650e7c84bb93fbbba502137478,16,90220,porto alegre,RS,-29.99720396087477,-51.192145304605
730,86bb7c4b535e49a541baf3266b1c95b1,16,14401,franca,SP,-20.50828980381734,-47.3691840519552
1440,8f54d64f28a993550aa7943f12572959,16,35160,ipatinga,MG,-19.47487933804608,-42.50906993727279
1441,8d46553a36e68f95350a200c12f8f2e2,16,13056,campinas,SP,-22.961979903956223,-47.12576716751815
1442,a6bd7d1ccdac48c6b33b28596b7eb122,16,58280,mamanguape,PB,-6.825533064802394,-35.118848927347976
1443,2be17df1c49978426251562096c3cc09,16,88704,tubarao,SC,-28.461287357752926,-48.98550421925678
1129,165b1235e9e9942cb5fae67103576fb0,16,14020,ribeirao preto,SP,-21.18206010223677,-47.791627465029705
288,9d7a1d34a5052409006425275ba1c2b4,16,14403,franca,SP,-20.532984442771863,-47.36010605181535
1431,55bb6fe5bebe5012e2d7d9928e1128ff,16,17052,bauru,SP,-22.33373450401071,-49.0878678663115
379,cf2384dd2f1dddea3f838efed0945e65,16,13930,serra negra,SP,-22.584341999999943,-46.69130252506815
1432,9906e7aa42a3c067b7c9a564d01c4320,16,87065,maringa,PR,-23.37696494861997,-51.91021287519631
1437,c37b2059d4f90d4feead554e5246565e,16,5170,sao paulo,SP,-23.482122485429045,-46.74472723183623
131,bbaff50f3b708fda865918715276cd87,16,12940,atibaia,SP,-23.10083372439267,-46.53847208534824
1420,d66c11a9572221d92fbb8c4897db5f9b,16,20770,rio de janeiro,RJ,-22.88578891441665,-43.26996985429351
1405,c794dab4928dd97beb41d05514441e86,16,13160,artur nogueira,SP,-22.537071193266694,-47.15066986411139
1408,2d2c62bef4c8ba0dd74e0e228e808539,16,14096,ribeirao preto,SP,-21.187071406228952,-47.76252581062696
1412,02d35243ea2e497335cd0f076b45675d,16,59077,natal,RN,-5.840230526227715,-35.20760123397196
1413,de0c78824586e9a5f5f04fd84e25df39,16,6730,vargem grande paulista,SP,-23.58209210515162,-46.98837867097447
1414,7ff588a03c2aeae4fbd23f9ae64b760d,16,7183,guarulhos,SP,-23.409149345436727,-46.43421563174464
132,128f9bfbe4c7d5185033914b1de3d39a,16,12940,atibaia,SP,-23.10083372439267,-46.53847208534824
1415,dbdd0ec73a4817971d962698f2fea022,16,60710,fortaleza,CE,-3.7798431909157024,-38.56302979087078
1416,33cbbec1e7e1044aaf11d152172c776f,16,95705,bento goncalves,RS,-29.143667707729225,-51.49058200978511
1418,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,16,80060,curitiba,PR,-25.42159963474524,-49.255034002914186
1404,db46ca7bce82b11f7e247539271fc390,16,23080,rio de janeiro,RJ,-22.891160799737143,-43.5565836271122
1421,04aba03279157f6d4e0fe8ccaf21963c,16,28470,santo antonio de padua,RJ,-21.46488999999997,-42.03388011069758
1427,51e4e89242cbb846c2deff3dc015650e,16,96203,rio grande,RS,-32.06124872380644,-52.14430711560726
1423,e601b04acf48b4576e73ddca9481f0dc,16,4476,sao paulo,SP,-23.60065783902704,-46.55667916457965
1424,3f8034bfc6b8b4135534975d49f04c63,16,81560,curitiba,PR,-25.450633126837094,-49.20869465416363
164,ea65d8b58316a6f2362f2a9e4b3e86ad,16,13030,campinas,SP,-22.919047250620377,-47.06835209394658
1426,1987cd4be10fe09ee50454f9c354d1c6,16,37570,ouro fino,MG,-22.244831277480014,-46.35431036581036
1422,a2b5b6105ea5942300631d2e76f4ffe0,16,6283,osasco,SP,-23.510688894252414,-46.76041620112894
1428,df0f42bc4c2142eacf0eaf2cffd0cfbb,16,88306,itajai,SC,-26.92206342791505,-48.62774700312716
1430,d101c6da914ae3d53f7bee42283f2fe2,16,8072,sao paulo,SP,-23.484438199586577,-46.45660276311386
1480,ba5daa4041e1f15cdf34b76e3e18a450,15,4363,sao paulo,SP,-23.64162020571312,-46.65877729655492
1481,b37c4c02bda3161a7546a4e6d222d5b2,15,3667,sao paulo,SP,-23.52780220038665,-46.489644062727216
1466,26785a546900236d66f2e4197c211158,15,8430,sao paulo,SP,-23.52142657507646,-46.41699416625308
1479,2c4c47cb51acd5ea5db5e0ae0e26542a,15,15290,buritama,SP,-21.055498896301284,-50.121924750000005
1478,76ea5315acb3f5f7ade3cd261faf922a,15,4213,sao paulo,SP,-23.59105634221252,-46.59542136663973
1476,ffad1e7127fb622cb64a900751590acd,15,13465,americana,SP,-22.73521861674424,-47.24144151526896
1475,f9903dd0f812c7e771fcad47b6fff231,15,89070,blumenau,SC,-26.85949660244429,-49.11747773828975
1474,0b36063d5818f81ccb94b54adfaebbf5,15,89255,jaragua do sul,SC,-26.436367950214976,-49.07805749999999
1473,d2e753bb80b7d4faa77483ed00edc8ca,15,45810,porto seguro,BA,-16.351391203403235,-39.015857955403376
1471,8b8cfc8305aa441e4239358c9f6f2485,15,86020,londrina,PR,-23.30160572780459,-51.16152483220861
1467,0eaa7e33d73809f1f925f7d07c506cbd,15,9111,santo andre,SP,-23.66291216765488,-46.370657492913175
1465,fb3cfbc8a86f5d7fbb4d36b8df63f60d,15,21825,rio de janeiro,RJ,-22.88680882070517,-43.18019129391914
1110,ca4b77513ac2040591b0d8fae6958380,15,9190,sando andre,SP,-23.667844391013794,-46.532389018177646
1417,13074f016982ff2bd6c58ced8682f000,15,95705,bento goncalves,RS,-29.143667707729225,-51.49058200978511
1464,f3c38ab652836d21de61fb8314b69182,15,1206,sao paulo,SP,-23.53024331750252,-46.63915998167807
1463,bce6a5ecf98e99fd2a8868b15c51f04b,15,7180,guarulhos,SP,-23.44842,-46.46426993687449
1462,3a1a1fec38dd360f15fc912e821e169d,15,2451,sao paulo,SP,-23.495675793784965,-46.6406987694905
1461,c6a7539d424a8402232c2228d7a03c5e,15,3191,sao paulo,SP,-23.564961650008694,-46.56994010690311
1460,0747d5bb69f0586cc869d8af4c50f93e,15,28990,saquarema,RJ,-22.861857546004085,-42.384080357646845
1458,2953ce3a88f5e3c3b696d77fc9e4c8eb,15,4270,sao paulo,SP,-23.58621430668248,-46.61277264931619
1457,4e8dacf3d38f281ae26c3e0321d92d88,15,8420,sao paulo,SP,-23.53635428369771,-46.41925421897626
1455,be8e909810184b9b19e886129149d8e5,15,13418,piracicaba,SP,-22.7151430635401,-47.62501074271452
1452,5a05a16bb50629ee31afab8a6d4c2674,15,95076,caxias do sul,RS,-29.16510462619143,-51.135366857003845
1451,3c010235b7345c92f125d14ee232a76b,15,83800,mandirituba,PR,-25.723484398794973,-49.30978281851202
1450,014c0679dd340a0e338872e7ec85666a,15,35180,timoteo,MG,-19.527267205891217,-42.62332438846192
1448,87d3c3aeb3ead335511b3ce315eb341e,15,3059,sao paulo,SP,-23.538534150152927,-46.581505234664434
1447,c2d70ce2c5d0a2eb75e78668236e6dc8,15,4275,sao paulo,SP,-23.59267441993187,-46.61312248461955
1459,7238a95bb63ef7e498389fb863b834a1,15,13487,limeira,SP,-22.53725934864505,-47.36754038277349
1454,21e83881401b92b49fb09a16d3852291,15,38405,uberlandia,MG,-18.87117956804289,-48.22890571925676
88,820cc752a266cdc6c1a1e61dd4583330,15,87050,maringa,PR,-23.42035752421628,-51.90568228249511
581,a8739afb32aaa45e01815ca76f76f54b,15,9850,sao bernardo do campo,SP,-23.65942861383364,-46.540207505039575
743,655220df33262c7e0c4949a147366f94,15,9951,diadema,SP,-23.68502593246275,-46.58297988952056
683,81783131d2a97c8d44d406a4be81b5d9,15,18015,sorocaba,SP,-23.49313032361937,-47.42177023128064
752,5a425cc503b39b262a847fd6212bf53b,15,86010,londrina,PR,-23.30870251399403,-51.133055099907175
848,fdaaf5bfda82b7b80535610c831b8d09,15,15015,sao jose do rio preto,SP,-20.80821211808864,-46.90243872853955
534,1dcfa3835714681d4ba4a93bc1e0fd41,15,16200,birigui,SP,-21.28120871484646,-50.3146022360728
824,f1fd5ab1181f827ffad998c1a5de7d74,15,80010,curitiba,PR,-25.429870467107182,-49.26367061365344
207,c84592044b180dec206770c38603814b,15,1026,sao paulo,SP,-23.53889535607948,-46.62849025456588
1510,7c1fea10b5b006671d608b1d7c446ec4,14,18550,boituva,SP,-23.22560699999999,-47.63171666303353
1513,88cf19ec1fc2c58f161aee259d57142c,14,13570,sao carlos,SP,-22.02555965191682,-47.87143104094288
1515,e8a85b5f3df47be0984c55fd4064dbb4,14,71825,brasilia,DF,-15.88524335267934,-48.01224907280573
1525,5882820ef11c4c068eea0677a7a879b4,14,95082,caxias do sul,RS,-29.17514398636865,-51.162424146927016
1516,c9a06ece156bb057372c68718ec8909b,14,73020,brasilia,DF,-15.655621500000002,-47.80588067709936
1518,112453736dbe3889cfb74e1aaa0ba0c1,14,3520,sao paulo,SP,-23.54423313044608,-46.51885104282179
1508,5a413ade68e8f8d93071a7f52a64cb9e,14,3679,sao paulo,SP,-23.51692642198222,-46.48587764709451
1044,8a87611c08849ffeeccab52aa798b6c7,14,82940,curitiba,PR,-25.448306537168435,-49.21102100083672
1504,e2c92f9c1c7746d899d18f2e158bbff7,14,15054,sao jose do rio preto,SP,-20.757591094097304,-49.32294930922164
1520,659e8466eb3ff1b0e8740d74fb7bbedd,14,45820,eunapolis,BA,-16.318650582426528,-39.57065602721759
1521,d6ab728cf30867cf3f1a2e216ae2f9b7,14,3185,sao paulo,SP,-23.559788179294827,-46.578581025535215
1522,980640c45d7a4635885491d077167e4d,14,13501,rio claro,SP,-22.382004351972142,-47.552106633595
1523,5b85809efd0d0e4dea1a9544e1280ed9,14,19020,presidente prudente,SP,-22.104625470704512,-51.379649999999984
1050,df91910b6a03bb2e3358fa6a35e32f6f,14,9560,sao paulo,SP,-23.617518213133277,-46.55046108549283
1526,e256a62e0ac58c0edfba09966142d561,14,81320,curitiba,PR,-25.470310518747507,-49.308874449622046
1528,7b7f91e98f8c6def45a1407923304402,14,6154,osasco,SP,-23.556168754919543,-46.80009586121561
1529,6f229cc508fc6915ed5c499efd93baa4,14,21931,rio de janeiro,RJ,-22.79351594151807,-43.17819775239219
1501,c89cf7c468a48af70aada384e722f9e2,14,25730,petropolis,RJ,-22.34316487333568,-43.102212738218334
1530,c840d3fdbba0790404fdae73d253b253,14,81530,curitiba,PR,-25.451467660558475,-49.22454596386059
1532,52562a9f449c3dc3d53f5f5b9ed74903,14,59152,parnamirim,RN,-5.877738075771432,-35.1912105
1533,39d61be7a92eb77b7da367bd4845bc0e,14,13420,sao paulo,SP,-22.719718394656446,-47.59323690813088
1534,d93844a9c55ba7ce353388bcf849ea56,14,82320,curitiba,PR,-25.387909062438744,-49.33098825644874
1535,0ac4201fda2c68ebc0e47cb9423cf3c9,14,3345,sao paulo,SP,-23.560419876767277,-46.54996823397195
123,5b51032eddd242adc84c38acab88f23d,14,37564,borda da mata,MG,-22.183679336231457,-46.0597387675012
1,c273175f7c6c80fb02f051e2fc6d0d72,14,5849,sao paulo,SP,-23.649432494931595,-46.75346572696676
1263,557f22c76691849db52d2abccf0015d0,14,75650,morrinhos,GO,-17.71444796378272,-49.08272237676421
879,3ca08eeb8d5595949fed424bd3677742,14,82510,curitiba,PR,-25.38467460805189,-49.23161602977058
1503,bbf9ad41dca6603e614efcdad7aab8c4,14,60348,fortaleza,CE,-3.713981542191969,-38.59581365621774
1505,6806dad1da97bfb5a9038eac6881f706,14,83280,guaratuba,PR,-25.788782999999945,-48.5645708193622
33,26e2c91ef821e1ff8985f408788fe35b,14,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
1485,f1c1ac3f3efc07e659c035008e615e66,14,2119,sao paulo,SP,-23.50999342946302,-46.58662669863085
1194,83645b1645cdee8953ee54c29ceed564,14,85875,santa terezinha de itaipu,PR,-25.430049,-54.392768054408414
565,49e7217cfe4e427191c378ec626d8737,14,35570,formiga,MG,-20.4342119386987,-45.41134920992144
59,b6e1504972665f739dec4facb9943775,14,13405,piracicaba,SP,-22.692312891194,-47.65325640397596
191,9d681c7e12db302cb261e721040dde65,14,80330,curitiba,PR,-25.464787589499764,-49.29774085261703
174,5f67c6082caacb26e431a7b17940cece,14,87083,maringa,PR,-23.37426327533261,-51.89708064823202
784,596849622429351f47b32e6cae1055ff,14,8710,mogi das cruses,SP,-23.47477340931741,-46.18136880605863
283,0b18d63d0cd1d723567903fd34a07df2,14,5141,sp,SP,-23.49065997530149,-46.72470495767213
1500,768de2a4fc06aacecb9a586ccc30746a,14,70645,brasilia,DF,-15.779147958804677,-47.931227674619855
1482,b9ca8e8baa5d4aa038394a700f63e69f,14,3001,sao paulo,SP,-23.540637238675156,-46.61290910964272
1483,8ff1a9df749e454105c55cda13e79143,14,17509,marilia,SP,-22.19959688926076,-49.93974142437527
1484,45213867cefbf2cd4c6177e10216a951,14,13603,araras,SP,-22.33961908881069,-47.39619033025955
415,caa9bc43a9fe8cf9c564ddd8a03cc4a6,14,12308,jacarei,SP,-23.29708461226845,-45.9567331239252
1076,5b07547f10dd980738a1a27f685af669,14,7013,guarulhos,SP,-23.469896933666107,-46.519156236193645
1490,6e1862e15f33d9994bc25922a85e1efc,14,13505,rio claro,SP,-22.33800999999994,-47.54566122999995
1496,a4b6b9b992b46e9ef863637af96e04bc,14,88090,florianopolis,SC,-27.5837638462404,-48.58851947597336
1499,7fc87cc3e89b3d1d5cabdca32f8485aa,14,7123,guarulhos,SP,-23.44002559838998,-46.39393012614689
1494,4de6e4ba574aa9dfdc824bc44dc47fdd,14,83402,colombo,PR,-25.332577070544684,-49.203263484537686
1492,a1474fd46fd3430168f7ec202da39408,14,83321,pinhais,SP,-25.440140857377557,-49.16695037913321
1488,51702dc2a3e106c76dbff722b5bf0726,14,13835,conchal,SP,-22.325092089481544,-47.15688471408038
1486,54065e9aef7e9e9c2dc23b7594db021a,14,20040,rio de janeiro,RJ,-22.90100170552253,-43.17483799166146
1497,ffeee66ac5d5a62fe688b9d26f83f534,14,15130,mirassol,SP,-20.789390999999945,-49.45868999999999
1566,d9e7e7778b32987280a6f2cb9a39c57d,13,3304,sao paulo,SP,-23.54032140462917,-46.576340140169584
1567,cfd7ddab722b902f7ac5b5f3ba6d723d,13,32372,contagem,MG,-19.86376738939205,-44.022508547222266
1571,1660ad786c27fd935378b6192a90b417,13,9891,sao bernardo do campo,SP,-23.680959599522787,-46.56687547403208
1565,7210cd29727d674c00741e5e387b3ccd,13,3279,sao paulo,SP,-23.580142397166615,-46.53904383680534
1564,8bd0e3abda539b9479c4b44a691be1ec,13,98910,tres de maio,RS,-27.713180999999945,-54.21926608316161
1563,5b581417df4480f632484ba681e53944,13,88050,florianopolis,SC,-27.438285121299472,-48.41049839425242
1568,439a47cc365d6e3bd526812ea9de3c29,13,8730,mogi das cruzes,SP,-23.52416549605592,-46.19363215542565
1569,058cb5aeb36d7c0fcae20fc85d5e0a59,13,21635,rio de janeiro,RJ,-22.8253358978591,-43.40725526949048
1570,da6a60cc8cc724fe51be021ff8be779c,13,28941,sao pedro da aldeia,RJ,-22.423965220885847,-42.08280921948334
1560,b6dc74ed30f124f95227bed4e43a3bed,13,86702,arapongas,PR,-23.378408432631467,-51.4159565587816
1572,6d22a1fcebb6dd08c9cd90b92a93e8d0,13,89215,joinville,SC,-26.325717580426456,-48.819702792948256
1559,87b740daf17b5d1be335a64164ec6842,13,8615,suzano,SP,-23.542105166533258,-46.28865746346855
1578,92d14edfb62ee5ae7fdff70b0f4e7233,13,9810,sao bernardo do campo,SP,-23.7106077485429,-46.55598202553523
1573,b3b17aab11f273023a5f22ca52e1eb70,13,86065,londrina,PR,-23.29811770716732,-51.19362255614797
1575,6ee85be3693ed79a8e80718743d80655,13,3937,sao paulo,SP,-23.583278227547165,-46.49655564986446
1576,0417b067eeab773d2f7061a726dc477f,13,89288,sao bento do sul,SC,-26.225738473203563,-49.398399650170326
1577,2f74af7a0ee5636f12c2336f9fffed47,13,2376,sao paulo,SP,-23.454976494864106,-46.62645648903572
324,8378eb36b6b70c5734e83ad7b8cdc3b7,13,88301,itajai,SC,-26.90199220706617,-48.64954223176754
1587,e627629ba868740e287800f1a9be81c2,13,1421,sao paulo,SP,-23.55789335942636,-46.655393223555954
1586,7c4618c82226628831613e95e9c22f44,13,18136,sao roque,SP,-23.5382126146774,-47.12821986574576
1583,c3e1abd72a42fe690fcd89cf5720fe29,13,13840,mogi guacu,SP,-22.35388356277169,-46.92192583486394
1582,f5f1f2c5f923f36ad79ea1d07185ddc9,13,19820,taruma,SP,-22.74249828105938,-50.5669950070838
1233,3969863bb8af7f72580b3b1ffd3a17b3,13,3550,sao paulo,SP,-23.52870015736628,-46.50537128504239
1550,2d518637f53161b973e01f56ea4bb88e,13,2992,sao paulo,SP,-23.44593670246411,-46.7241503037555
418,c510bc1718f0f2961eaa42a23330681a,13,13330,indaiatuba,SP,-23.074320357829134,-47.19741214338984
1541,6e864f5c4669eff3d98140a07cc50202,13,5639,sao paulo,SP,-23.60531672360521,-46.73801204440535
754,97512d3fc193b2d1dfcdba0f9d1f0f8a,13,8270,sao paulo,SP,-23.551411871775624,-46.45271705759132
545,f52c2422904463fdd7741f99045fecb6,13,9230,santo andre/sao paulo,SP,-23.614581796216587,-46.501181983213904
1556,5abb8ea023c77787f2c15da891c8d384,13,89228,joinville,SC,-26.272304767125146,-48.77197346732729
1388,13f57c12a00ed4610db646b913a7f5c6,13,11015,santos,SP,-23.9332004102596,-46.29891250014423
706,8629c241b3622ac12cd4118afdc8d394,13,14090,ribeirao preto,SP,-21.13060996670219,-47.7752810029142
785,bc07d855eac23aab5ac8a120f21d16b2,13,8710,mogi das cruzes,SP,-23.47477340931741,-46.18136880605863
1531,26d6bbee02420494d471c9f6436929c0,13,81530,curitiba,PR,-25.451467660558475,-49.22454596386059
1537,ed859002ad59dbf8cf3602696a6c3000,13,86035,londrina,PR,-23.304957517889168,-51.12686886934422
1538,abc015ebac1d283a323ca9db35ede4b9,13,14055,ribeirao preto,SP,-21.148022525391,-47.77973180062799
1536,aac51c486b672a9850d59f3e84b1cf88,13,2752,sao paulo,SP,-23.49237821065843,-46.68097812753189
1542,2e0dba2da448400b1c11d7b4b22f32a4,13,9070,santo andre,SP,-23.62931904607879,-46.53574535330954
1551,c8c1bea22194a4eefa2dc9a9fa89f536,13,88210,porto belo,SC,-27.146100762569773,-48.53688967551727
1546,41ab63a91b8b264e8c8780368bf1dd5b,13,31555,belo horizonte,MG,-19.833040529834395,-43.95766544937257
880,1f867308a0ce13133a4e639ff4de0c02,13,82510,curitiba,PR,-25.38467460805189,-49.23161602977058
1547,bd1d49a326abfa9b1036772e40445430,13,17017,bauru,SP,-22.337058573951275,-49.05072380890418
1549,562f8cfc51f265411f487d07e9c40e7f,13,30575,belo horizonte,MG,-19.818637055198064,-43.92969107216226
1555,6b333a05bf188ef3e1f1662a86bd9855,13,72304,brasilia,DF,-15.865721999999993,-48.05694760679318
1545,36890be00bbfc1cdb9a4a38a6af05a69,13,6040,osasco,SP,-23.562878572807563,-46.778708733567925
1553,a2fa0bdc798ee84cdb08281337cf4fb6,13,88063,florianopolis,SC,-27.57919469635056,-48.47718823118047
1621,acadd4d36859671cb635527c6c977533,12,14270,santa rosa de viterbo,SP,-21.46513247981271,-47.35473649999997
1620,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,12,13380,nova odessa,SP,-22.767133421316853,-47.27920058501545
1613,0a85ebe4e328db81ac9109781205e2f7,12,13205,jundiai,SP,-23.17957078380165,-46.849900506232416
1618,bd15ee794d5e640d9dd71b665b2ab15b,12,14078,ribeirao preto,SP,-21.121648722386208,-47.75832675000001
1617,2059c39f76271d4ca3f15b5ffaccc8b8,12,81930,curitiba,PR,-25.547937663415997,-49.26386442419896
1616,d17f467e4bf608a510c20d82f4ba3b6b,12,95098,caxias do sul,RS,-29.153953725904213,-51.159242664960665
1614,70849ca4f400aaabb62cb7462a6f1428,12,31210,belo horizonte,MG,-19.848625699982623,-43.89581330059429
1623,968268a686aa05d1f529fb07dff08130,12,1530,sao paulo,SP,-23.56687320122337,-46.6258261172601
1622,bdae679a9b282249bc23b9b69dae9a99,12,72210,brasilia,DF,-15.795410784061447,-47.84811564920063
1630,d4e4b5192cba4e0e66eb12a9d347239d,12,85904,toledo,PR,-24.697094402226867,-53.73832033781113
1624,4be6b962d83299498bae2190f95d6566,12,13561,sao carlos,SP,-21.99717695384128,-47.89242188979866
1625,1c5e4e49b9079480255b49d50aac1aa9,12,11030,santos,SP,-23.978369796843392,-46.2952478499913
1383,6b803197e03abd5056b4313306b4f29d,12,1123,sao paulo,SP,-23.526123118789315,-46.6345321980207
1626,512d298ac2a96d1931b6bd30aa21f61d,12,20060,rio de janeiro,RJ,-22.9042341007047,-43.182404829089386
1627,2dcf93836ae3ce0d7c93e2f10876467a,12,12240,sao jose dos campos,SP,-23.21377683536045,-45.90094499999999
1629,b5abf4f36adc043117b4fca82c22984c,12,72251,brasilia,DF,-15.785180322659642,-48.11941000931211
1610,b55638ad525e906c698fa2ce742c1742,12,88780,imbituba,SC,-28.10913995717811,-48.64593567528042
1633,1d29dfba02015238dfbe2449a5eaa361,12,36576,vicosa,MG,-20.66458685503412,-42.86298600328854
559,7a2d2949aea47fab95fd98d6c9f618b1,12,81350,curitiba,PR,-25.489894384879047,-49.279130689935016
1635,9c690ceacd5c66731bf443ea810195cb,12,37650,camanducaia,MG,-22.7380538262515,-46.03656561112942
1636,7357b52d27cbaa90f81a96cbc1279396,12,33400,lagoa santa,MG,-19.563507079010904,-43.862706
1612,985c92cc412091f8529c12d7f23d3fef,12,36300,sao joao del rei,MG,-21.124322276992316,-44.25438661296093
1601,0887a9f087bcd5d9f6642b52f897fc6c,12,11990,cananeia,SP,-24.97499395641084,-47.922702077326726
1609,68f86ba270525243e68ae74044f992b9,12,21941,rio de janeiro,RJ,-22.79331549292164,-43.18627954237223
1595,08084d990eb3f53af056ccbc1730c8a7,12,3612,sao paulo,SP,-23.512922989728217,-46.53492318304574
1639,40db9e9aa57f7bb151bcda6b0f9bdbb7,12,52010,recife,PE,-8.053434272548916,-34.897855309966886
1519,cb41bfbcbda0aea354a834ab222f9a59,12,3520,sao paulo,SP,-23.54423313044608,-46.51885104282179
707,2f09f7d37a97956d11cc1a7cadd5262b,12,14090,ribeirao preto,SP,-21.13060996670219,-47.7752810029142
1468,c7fdb77fdbff3c41981bc52f787e959e,12,9111,santo andre,SP,-23.66291216765488,-46.370657492913175
1340,ec80e49e69745ab6c14f984bf2149423,12,13480,limeira,SP,-22.55492782791854,-47.33018100000001
1588,5d9dc90a686a8fddacffab6bab5653a3,12,6513,santana de parnaiba,SP,-23.45341689096963,-46.90460432628395
1590,2addf05f476d0637864454e93ba673d5,12,70856,brasilia,DF,-15.760026000000002,-47.87765099999999
1591,457fe919b032a3f7dadba6fb92cf7855,12,13140,paulinia,SP,-22.753640419931877,-47.11107101911024
